0.13143961	-0.05928899	-0.04334692	0.009322928	0.011544569	-0.0012401701	0.12198554	-0.018459609	-0.02735683	-0.047641125	-0.012125678	0.01094222	0.0071262335	-0.032577787	0.014233979	0.04488293
0.09097453	-0.033232804	-0.020210978	0.078129515	-0.0017671532	-0.052620422	0.09262633	-0.018867308	-0.04694287	-0.033633173	0.0031307915	0.03608256	0.047505345	-0.08042571	0.024746364	0.045810312
0.067307316	-0.09489236	-0.00067758886	0.08219844	0.0060874685	-0.048822705	0.0036739816	0.010668595	0.02748419	-0.028364109	-0.005417872	0.023260187	0.079589106	-0.09114306	0.017388223	-0.004497721
0.068326026	-0.09871012	-0.003849083	0.020911174	0.057830226	0.039855484	0.04952653	-0.0018410054	-0.04710123	-0.045367867	-0.016336227	0.031118132	-6.203253e-05	-0.08371093	0.0070744017	0.020732308
0.052143436	-0.053614534	0.010291271	-0.011078808	0.040621668	-0.047022674	0.05995527	0.0036359357	0.008513434	0.027058562	-0.009715994	0.003766564	0.038807012	-0.006171746	-0.0050485968	-0.057043202
0.020595524	-0.015192164	-0.031223472	0.057407536	0.053611845	0.025213443	0.12675004	-0.013046235	-0.07447315	0.026853148	-0.013021473	0.014763925	0.055282507	-0.014279531	0.038236715	0.018352589
0.027197009	-0.11026419	-0.008025534	0.020129658	-0.021897512	-0.12113768	0.120539695	-0.044825863	-0.092324525	-0.00847635	-0.07380275	0.069792196	0.020711878	-0.09132718	-0.021331253	0.016470175
0.1163079	-0.09375204	-0.03790629	0.039768945	0.033495996	-0.03546978	-0.009273473	-0.011508851	-0.093888424	-0.007959148	-0.05553024	0.0059572174	0.0237224	-0.060688622	0.01422053	-0.013123347
0.09646201	-0.0065944702	-0.06722947	0.091617525	0.036260325	-0.00024904066	0.023445152	0.022153035	-0.031587478	-0.027911194	-0.081413746	0.029865472	0.009985746	-0.03059802	0.03966634	-0.0016038347
0.035440817	-0.05509416	-0.01791773	0.04187225	0.134649	-0.06927909	0.016104802	0.0002877472	0.00014501567	-0.019795412	-0.011538282	-0.027972797	0.10025009	-0.10643319	-0.017537221	0.05155564
